project,class
jgraph,ComponentHandler
poi,PICT
jhotdraw,NewFileAction
roller,PlanetConfig
jrat,AbstractProcessor
weka,ArrayType
lucene,HunspellStemFilter
castor,SQLRelationLoader
jasperreports,DataFieldMatcher
lucene,PKIndexSplitter
jfreechart,NumberTickUnitTests
tomcat,Entry
jfreechart,SWTTitleEditor
jparse,ExpressionAST
proguard,PackageVisibleMemberInvokingClassMarker
findbugs,CallGraph
jext,RemoveElementAtFunction
log4j,LineSeparatorPatternConverter
galleon,FileOptionsTable
castor,TestSqrt
poi,StandardRecord
jasperreports,BucketDefinition
jedit,SearchSettingsChanged
weka,ArffViewer
poi,PointerContainingStream
ganttproject,TaskSaver
oscache,CachePatternEvent
megamek,TankMapSet
argouml,MemberList
checkstyle,PropertySetter
weka,DatabaseResultListener
poi,WorkingWithBorders
weka,OutputFormatDialog
itext,VeriSign
jspwiki,JSPWikiMarkupParserTest
megamek,CLMicroBomb
jhotdraw,ODGDrawingPanelBeanInfo
itext,PdfContentReaderTool
emma,""
fitlibraryforfitnesse,User
tapestry,PageActivationContextWorker
xerces,XMLGrammarPreparser
xerces,WMLTableElementImpl
lucene,FieldInfo
colt,IntListAdapter
checkstyle,DefinitionTraverser
aoi,ConstantVertexShader
log4j,CoreTestSuite
megamek,OptionGroup
exoportal,StringPasswordField
jruby,RETURN_Instr
lucene,SnowballFilter
maven,PropertyProfileActivator
jung,VertexCollapseDemo
jhotdraw,TransformHandle
xalan,MethodType
freecol,DebugAction
jena,Metadata
freecs,CmdRSu
sandmark,StatisticsPrimer
ganttproject,OptionPageProviderPanel
sandmark,Result
mvnforum,PmAttachmentWebHandler
freemind,CloudAdapterListener
columba,CTabbedPane
tomcat,SourceFile
exoportal,PortletInfo
jpf,PluginElementImpl
pooka,PookaLogManager
jhotdraw,FontSizeHandle
struts,CheckboxHandler
poi,SimpleFilledShape
weka,DoubleVector
findbugs,QuestionableBooleanAssignment
exoportal,UIFileContentEditor
jasperreports,JRDesignAreaPlot
exoportal,DefaultPortletMessage
lucene,WaitTask
jgroups,Connection
jchempaint,PLSValidation
poi,NumberRecord
megamek,ISCompactNarc
jruby,NextNode
jgroups,ResourceManager
jgraph,RootHandle
jfreechart,EncoderUtil
quilt,Walker
megamek,InfantryPistolRevolverWeapon
exoportal,PostImpl
jmeter,JMeterContext
xalan,DOM2SAX
freemind,RegisteredAttributeValues
proguard,ClassPathPanel
pooka,AddAddressAction
megamek,XMLStreamParser
drjava,Builder
weka,ResultsPanel
itext,PdfPRow
jext,EndsWithFunction
wct,LogReader
log4j,ThrowableInformationPatternConverter
sunflow,SphericalLens
jedit,IconTheme
jhotdraw,Handler
jedit,FirewallOptionPane
freecol,ReportHighScoresPanel
openjms,StateTransactionLogEntry
exoportal,PortletManagementOperationsInterface
lucene,SpanOrQuery
quartz,CronExpression
argouml,OclAPIModelInterpreter
jung,FRLayout
drjava,JUnitCompileBeforeTestListener
tomcat,CGIRunner
poi,TestDrawingGroupRecord
jruby,ParserSupport19
itext,MetaObject
poi,SVRowHeaderModel
jgraph,BusinessObjectEditor
castor,MinExclusive
exoportal,XMLQuery
megamek,CLSRT4OS
jgraph,BusinessObjectWrapper2
jruby,JavaMethodTwoOrThreeOrN
jena,TermIndex
megamek,HeavyNPPCWeapon
lucene,QueryParserMessages
megamek,InfantryRifleMagnaLaserWeapon
findbugs,OSXAdapter
checkstyle,InputFinalLocalVariable
poi,EntryNode
jruby,ReflectedJavaMultiMethod
jruby,Signed16Marshaller
argouml,ActionAddPartitionContent
findbugs,CommentsArea
jspwiki,RedirectException
jena,Quotient
argouml,ParseStateException
jspwiki,RenderingManagerTest
quilt,Msg
poi,TestPOIFSDocumentPath
castor,TestCompoundCondition
castor,JAnnotatedElementHelper
junit,FailureList
exoportal,Default
htmlunit,HttpWebConnection
ganttproject,GanttMetalTheme
jedit,MouseHandler
argouml,AttributeNotationUml
freemind,IconContainedCondition
poi,FSPATable
xerces,SchemaDateTimeException
megamek,SwarmAttack
jedit,EBMessage
jmeter,TestURLRewritingModifier
jfreechart,Segment
xerces,XMLEntityScanner
wct,ProfileCommand
aoi,FastMath
tapestry,AnyTest
fitlibraryforfitnesse,ParseException
jag,TemplateString
rssowl,EntityPropertyDialog
drawswf,KunststoffUtilities
argouml,FigMultiLineText
struts,TestNGStrutsTestCaseTest
weka,HomePageThread
emma,reportCommand
galleon,ApplicationEvent
tomcat,InputBuffer
megamek,HMVStructureType
aoi,Editor
poi,HW
freemind,DefaultFilter
poi,AggregateFunction
tapestry,IgnoredPathsFilterTest
xerces,SchemaDVFactory
xalan,AnyNodeCounter
columba,UIFSplitPane
htmlunit,3
exoportal,DateValueRecord
jung,PajekNetReader
drjava,PrinterWriterThread
poi,Area2DPtgBase
tapestry,PerthreadManagerImpl
antlr,State
exoportal,UniFormTransformationException
argouml,CmdCreateNode
junit,InvokeMethod
jruby,RaiseException
exoportal,UIContentEditor
picocontainer,MethodInjector
sunflow,BenchmarkScene
lucene,TermInfoAndOrd
lucene,MultiCLMain
freecol,SignaturePanel
argouml,ExplorerTreeSelectionListener
freemind,FindTextTests
jena,ResultSetIterator
mvnforum,GroupsWebHandler
roller,RomeFeedFetcherTest
megamek,ExitsDialog
poi,TestXSSFDialogSheet
fitlibraryforfitnesse,Global
jchempaint,IonizationPotentialTool
weka,JSONNode
megamek,DeployMinefieldDisplay
jgroups,SharedTransportTest
axion,AxionResultSet
jmeter,BSFAssertion
drjava,StringOptionComponent
tomcat,DataSourceRealm
pmd,FormatterTest
hsqldb,Directive
xalan,PIParamWrapper
columba,UnderlineFormatAction
fitlibraryforfitnesse,ListOfMapsTraverse
pooka,FolderInternalFrame
poi,XSSFExcelExtractor
jfreechart,Pin
exoportal,SaveSmsConfigActionListener
mvnforum,PostUtil
jchempaint,NormalizerTest
proguard,StoringInvocationUnit
aoi,TaperMeshTool
argouml,BaseGetterSetter
jfreechart,WindItemRenderer
exoportal,UIPortletInfo
weka,BatchClassifierEvent
jedit,BSHReturnType
jedit,BSHAmbiguousName
jedit,Button
heritrix,WARCWriterPool
xalan,XString
quickserver,CmdConsole
heritrix,ListType
columba,ParagraphFormatMenuItem
wct,NodeFactory
log4j,BridgePatternConverter
castor,Node
xalan,Parameter
jmeter,RenderAsText
struts,MergeIteratorTagTest
jchempaint,RadicalGenerator
picocontainer,AdaptingInjection
jmeter,AbstractTestElement
drjava,FontChooser
roller,ExpiringLRUCacheFactoryImpl
jchempaint,ArrowElement
joggplayer,Lsfit_acc
rssowl,MergeResult
hsqldb,UserManager
castor,IncludeUnmarshaller
argouml,Inline
findbugs,ThrownExceptionIterator
tomcat,AstFunction
galleon,OptionsPanelManager
poi,HCenterRecord
c_jdbc,UTFClient
megamek,BarracudaWeapon
ganttproject,GanttStatusBar
exoportal,Street
quickserver,SaveActionListener
jchempaint,StructGenMatcher
cobertura,Token
freemind,ToggleMenubarAction
checkstyle,Utils
pooka,MessagePanel
marauroa,DisconnectHandler
poi,DVConstraint
jgroups,X509Token
jgraph,IconExample
pmd,ASTTypeParameter
proguard,ConvertedShortValue
argouml,Lexer
jchempaint,SharingAnionReaction
megamek,BarracudaTWeapon
lucene,ScoringDocIdCollector
rssowl,StartupErrorDialog
tapestry,AnnotatedBean
xmojo,Sorter
exoportal,LocalisedDescription
jena,TurtleParser
proguard,NegatedIntegerValue
heritrix,LongList
exoportal,FolderNodeContainer
jgroups,ReconciliationTest
argouml,FormalTypeParameterLexer
jasperreports,JRHibernateAbstractDataSource
lucene,SynonymFilter
mvnforum,MVNCaptchaService
castor,AbstractPatternFacet
jung,LayoutDecorator
findbugs,AbstractScannableCodeBaseEntry
hsqldb,Table
jena,Turtle2NTriples
jena,ResultSet
heritrix,AdaptiveRevisitHostQueueTest
weka,NaiveBayesMultinomialUpdateable
xerces,PrologDispatcher
columba,SendAllMessagesCommand
jmeter,JSR223TimerBeanInfo
hsqldb,TimeData
jmeter,ListedHashTree
poi,ExtendableTreeCellRenderer
mvnforum,MvnForumServiceImplDefault
jgroups,SenderPeer
lucene,ConstantWeight
itext,PdfRendition
jext,ExecFunction
tomcat,PlugIn
itext,Barcode
proguard,MyProducerMarker
drawswf,GraphicTemplateAction
castor,Book
fitlibraryforfitnesse,Transaction
jmeter,URLRewritingModifierGui
pmd,MyMethodVisitor
jruby,JavaMethodOneOrTwoOrThreeOrN
tapestry,TapestryInternalUtilsTest
lucene,Stem
jedit,ExpansionToggleBorder
tomcat,AstNegative
jspwiki,InsertDiffTag
quilt,RunTest
weka,GUI
fitjava,CharAdapter
maven,DefaultLifecycleMapping
jgroups,MyProbeHandler
jag,ConsoleLogger
xerces,DatatypeFactoryImpl
jasperreports,JasperViewer
freemind,DisjunctConditions
jchempaint,HomolyticCleavageReaction
javacc,JJTreeOptionsTest
xerces,XMLDTDValidator
jpf,PluginLifecycleException
jasperreports,JRGraphics2DExporter
jedit,ClassNodeFilter
heritrix,SoftEntry
lucene,EnwikiContentSource
jext,RoundFunction
weka,AttributePanelEvent
openjms,MessageState
tapestry,SpringModuleDef
jruby,ConstructorSignatureNode
jspwiki,CachingProvider
argouml,FigUseCase
proguard,MethodOptimizationInfo
jasperreports,JRDesignExpression
poi,TestNumericRanges
jasperreports,JRDistinctCountIncrementerFactory
drjava,RecentFilesOptionListener
jena,Difference
colt,CharArrayList
exoportal,NewAccountListener
xalan,ConfigurationError
quartz,TriggerStatus
jruby,JavaMethodTwoOrThree
webmail,SendMessage
findbugs,StaticFieldLoadStreamFactory
lucene,NearSpansUnordered
jruby,RubyGzipReader
itext,PdfPages
jedit,BufferSetManager
hsqldb,DefaultTrigger
emma,CONSTANT_NameAndType_info
jfreechart,BoxAndWhiskerCalculator
checkstyle,InputFallThrough
htmlunit,DomNodeTest
poi,XSSFChildAnchor
lucene,FacetsDirPayloadProcessor
jruby,SHA1
jruby,SHA2
jena,Entry
lucene,SegmentMergeInfo
oscache,TestOscacheJsp
freemind,OptionPanel
poi,LIGHT_ORANGE
displaytag,SeverityEnum
heritrix,DeletedARCRecordIOException
jedit,HistoryText
itext,TIFFConstants
jgraphpad,Open
ganttproject,ZoomInAction
wct,ReportCommand
sablecc,AProd
weka,PropertyText
jasperreports,JRFileVirtualizer
exoportal,UIPortalForm
htmlunit,HtmlImage
exoportal,UIListSessionLog
jasperreports,JRIncrementerFactoryCache
findbugs,FindBugsFrame
columba,RadioButtonWithMnemonic
poi,TextBox
tapestry,AssetSourceImplTest
exoportal,Queue
findbugs,Load
galleon,AudioScrobblerScreen
colt,SelectedSparseObjectMatrix1D
james,CopyCommand
exoportal,ChildNodeDef
freemind,PermanentNodeHookSubstituteUnknown
jena,FilterDeclaringClass
jgroups,GridFilesystemTest
megamek,SkipCommand
jfreechart,BorderArrangementTests
jext,GetTextFunction
checkstyle,FinalLocalVariableCheckTest
tapestry,RequiredTest
castor,SQLEngine
jag,InputBuffer
drawswf,SpriteTags
findbugs,NumberedEditorKit
tapestry,OneShotLock
lucene,NumericRangeFilter
jasperreports,JRIdHolderRenderer
drjava,ConfigFileTest
exoportal,ObjectNotFoundException
galleon,NameValueWrapper
megamek,TAGHandler
argouml,ActionAddExistingNodes
colt,SelectedSparseObjectMatrix2D
galleon,TiVoComparator
jhotdraw,RelativeDecoratorLocator
wct,IPAddressAnnotationInserter
jext,PiFunction
pooka,ConfigurablePopupMenu
poi,TestTickRecord
galleon,VideocastingFactory
antlr,TestHeteroAST
jhotdraw,ToolsToolBarBeanInfo
aoi,GainModule
jasperreports,JRBaseCellContents
freecol,ServerBaseCostDecider
argouml,ModeCreateGraphEdge
jgroups,Draw2Channels
drawswf,RedoAction
jgroups,Merger
drawswf,OverCompositeContext
jena,DisjointUnion
galleon,Account
drjava,SExpParser
jhotdraw,HSVPhysiologicColorSpace
struts,CookieInterceptorTest
freecol,ReportColonyPanel
jgroups,Bsh
itext,RichMediaConfiguration
xalan,DOMLocatorImpl
sandmark,ComputeExprTree
aoi,ExtrudeTool
argouml,StateMachinesFactoryEUMLImpl
lucene,LimitTokenCountAnalyzer
drawswf,InCompositeContext
fitlibraryforfitnesse,SpecialCaller
junit,Assert
columba,DefaultMimeTypeTable
drawswf,Layer
colt,SelectedSparseObjectMatrix3D
jedit,SelectLineRange
jhotdraw,Format
lucene,HunspellStemmer
jmeter,TCPSamplerGui
argouml,UMLCollaborationDiagram
roller,TaskScheduler
marauroa,Persistence
findbugs,SingleDetectorFactorySelector
jena,XMLLiteralType
jruby,JavaInterfaceTemplate
c_jdbc,RAIDb2
fitlibraryforfitnesse,CamelRowFixtureUnderTest
castor,ListClassDescriptor
struts,InvokeApplicationInterceptor
drjava,LineEnumRule
jasperreports,JRFillGanttDataset
jedit,MutableCaretEvent
megamek,LandAirMech
jchempaint,AminoAcids
megamek,InfantryArchaicNunchakuWeapon
proguard,Utf8Shrinker
poi,TestTextRunReWrite
jmeter,ReportFileDialoger
drawswf,Chars
findbugs,NavigableTextPane
hsqldb,TriggerData
megamek,InfantrySupportAutoGrenadeLauncherWeapon
jmeter,StandardJMeterEngine
jena,XSDbase64Binary
jmeter,FtpConfigGui
findbugs,New
exoportal,UIPageList
argouml,UMLTimeExpressionModel
jasperreports,JRXmlDigesterFactory
jedit,LogOutputStream
jruby,DigestBase
megamek,MRMWeapon
c_jdbc,Load
tomcat,IOFileUploadException
exoportal,MailUtil
findbugs,CheckMessagesException
lucene,MultiTermDocs
xerces,TreeWalkerImpl
roller,RollerTask
picocontainer,Characteristics
jruby,LE64ArrayIO
sablecc,TypedHashMap
aoi,UVMappingViewer
tomcat,GroupMBean
columba,TextEditorPanel
sandmark,SignatureBludgeoner
argouml,EvaluateExpression
megamek,InfantrySupportMediumRecoillessRifleWeapon
wct,GroupsEditorContext
jung,MyEdgePaintFunction
jruby,JavaEmbedUtils
jasperreports,JRViewer
megamek,LocaleParser
megamek,NL35Weapon
heritrix,PreJ15Utils
jmeter,SoapSampler
freemind,SchemePopupMenu
poi,TestOffset
rssowl,CTree
jruby,RubyTime
c_jdbc,ConnectionClosingThread
tomcat,AstGreaterThanEqual
jfreechart,ImageEncoderFactory
rssowl,DownloadService
jext,StyleChoice
argouml,FigAttributesCompartment
megamek,CLERPPC
argouml,StructNode
tomcat,Arg
jspwiki,WebdavServlet
checkstyle,JavaClassDefinition
maven,CliRequest
xalan,Variable
weka,RemoteResult
tomcat,GenericServlet
tomcat,GenBuffer
jhotdraw,CompositeFigure
xerces,SchemaContentHandler
jspwiki,SearchManager
columba,LoggingFacade
htmlunit,CSSStyleRuleTest
proguard,ExceptionOffsetFilter
struts,ComponentTagSupport
jmeter,FileToString
argouml,CollaborationsFactoryEUMLImpl
megamek,MechSummaryCache
poi,EscherChildAnchorRecord
fitlibraryforfitnesse,ExceptionThrownByAction
itext,ShadingColor
jfreechart,DefaultCategoryItemRendererTests
maven,ProjectInheritanceTest
jruby,NormalCachingCallSite
jedit,AbstractOptionPane
axion,FileLobLocator
jext,FindReplace
jhotdraw,LineDecoration
exoportal,ResourceDescriptor
jag,DatabaseManagerFrame
weka,SerializedObject
ganttproject,TaskScheduleEvent
lucene,MoreLikeThis
argouml,TabConstraints
axion,Databases
struts,InnerActionMapper1
jmeter,TestHtmlParsingUtils
struts,InnerActionMapper2
findbugs,ForwardTypeQualifierDataflowAnalysis
struts,InnerActionMapper3
jhotdraw,RoundRectangleFigure
jFin_DateMath,HolidayCalendarSet
jgrapht,SimpleTouchgraphApplet
poi,SprmBuffer
jruby,PidAccessor
heritrix,TrapSuppressExtractor
struts,Struts1Factory
megamek,TeleMissileAttackAction
colt,TridiagonalDoubleMatrix2D
drjava,OptionMapLoaderTest
galleon,TrafficOptionsPanel
argouml,PropPanelUMLDeploymentDiagram
columba,Identity
megamek,InfantrySupportCompactGrenadeLauncherWeapon
tomcat,AsyncListenerWrapper
proguard,StackMapAttribute
jchempaint,IsotopeReader
checkstyle,BooleanExpressionComplexityCheck
aoi,TriangleIntersection
findbugs,GenericSignatureParserTest
itext,CuePoint
lucene,SpanOrBuilder
poi,OpenXML4JRuntimeException
marauroa,PerceptionHandler
jedit,SimpleNode
struts,RestWorkflowInterceptorTest
proguard,GotoCommonCodeReplacer
jgraphpad,JGraphJGX
megamek,CLHeavyMG
exoportal,InfoPortletRenderer
tapestry,FieldValidatorSourceImplTest
james,ImapRequest
jung,VertexStringerImpl
jfreechart,TimeSeriesCollectionTests
jgraphpad,EditCut
jgrapht,GreedyColoring
jfreechart,State
jena,ArrayBunch
jgraph,JGraphLayoutPanel
htmlunit,WebRequestTest
jruby,Supported
poi,TestListParts
poi,Background
struts,AnchorTest
wct,LogReaderCommand
jmeter,BeanShell
jgraphpad,InternalPopupMenu
jchempaint,NumericalSurface
c_jdbc,XmlValidator
columba,AbstractFocusOwner
tomcat,HttpConstraintElement
ganttproject,GanttProjectImpl
megamek,LBXBayWeapon
drawswf,ColorTransform
ganttproject,ProgressMonitorImpl
jgraph,JGraphMinimumCycleRemover
jasperreports,JasperReport
lucene,SortedTermFreqIteratorWrapper
jhotdraw,ColorTransferHandler
columba,DefaultAddressComboBox
weka,SingleIndex
columba,SecurityItem
jena,StatementListener
xalan,ReverseAxesWalker
lucene,NewLocaleTask
heritrix,PostRestore
informa,ItemMetadata
exoportal,QueryManagerImpl
weka,LibSVMLoader
drawswf,Line
jasperreports,GenericElementXlsHandler
jmeter,Cookie
freecol,ReportLabourDetailPanel
xmojo,InvalidRelationTypeException
exoportal,UIForm
jrat,RecordMethodHandlerFactory
argouml,UMLUseCaseDiagram
jena,SmallGraphMem
jena,IncludeQueueEntry
jgraphpad,ScaledVertexView
pmd,ASTEnumDeclaration
drjava,ManifestWriter
exoportal,DataSourceConfig
sandmark,DynamicBirthmarkPanel
argouml,ArrayTypeSignatureLexer
columba,MailConfig
exoportal,UIChildrenInfo
poi,TestXSSFFormulaEvaluation
exoportal,ComponentVisitor
tomcat,InvalidContentTypeException
jruby,Variable
castor,JDOConfFactory
aoi,MeshEditorWindow
drjava,NonNegativeIntegerOptionTest
jag,RelationPanel
xerces,XSWildcardDecl
c_jdbc,EagerCacheThread
megamek,CommonHelpDialog
castor,JPADefault
drjava,GlobalModelListener
freecol,BoxRenderer
struts,AstIdentifier
findbugs,FindFloatEquality
pmd,IntegerPropertyTest
tapestry,ClassFactoryClassPool
sandmark,OutlineFrame
jena,BadBooleanException
log4j,BasicPatternConverter
hsqldb,RowStoreAVLMemory
jedit,BufferSetWidget
mvnforum,MemberXML
columba,ViewItem
jext,RclFunction
pooka,FlagFilterEditor
pmd,PMDAnnotationVisitor
lucene,SimpleLineParser
openjms,JmsXAQueueConnection
jruby,CallThreeArgBlockNode
jfreechart,AxisPackageTests
jasperreports,BatikRenderer
axion,BTreeValueIterator
lucene,DocFieldProcessor
argouml,UMLComboBoxEditor
exoportal,ForbiddenOperationException
freemind,CancelAction
jasperreports,JRFloatIncrementerFactory
argouml,DataTypesFactoryMDRImpl
findbugs,BugCode
weka,DiscretizeBin
jgroups,CheckMonotonicallyIncreasingNumbers
itext,MarkedContentInfo
picocontainer,SetterInjection
jfreechart,SlidingCategoryDataset
james,AddFooter
checkstyle,BaseScope
jchempaint,JMEFormat
hsqldb,StatementPortal
proguard,VariableClassVisitor
freemind,DataFlavorHandler
c_jdbc,CacheDatabaseSchema
itext,GifFrame
tomcat,SendMailFactory
velocity,ASTNotNode
drjava,PositionListener
columba,RedirectCommand
poi,EscherDump
weka,StripChartCustomizer
lucene,FuzzyTermEnum
jfreechart,DefaultColorBarEditor
jasperreports,JRTemplatePrintGraphicElement
columba,CreateSubFolderCommand
weka,InputMappedClassifier
jasperreports,JRTemplateGenericPrintElement
jasperreports,JRPrintXmlLoader
argouml,Notation
argouml,UMLModelElementListModel2
megamek,MiniMap
hsqldb,Index
jena,ParseException
jena,AlreadyReifiedException
weka,ExperimentRunner
lucene,SpanFirstQuery
jfreechart,AxisTests
castor,ImportUnmarshaller
xmojo,StringMonitor
jFin_DateMath,AccrualException
proguard,BranchTargetFinder
galleon,ServerConfiguration
lucene,ResultNodeHeap
